,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
1380,2023-02-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,17763,megawatthours,2023-02-26
1381,2023-02-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,401,megawatthours,2023-02-26
1382,2023-02-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-02-26
1383,2023-02-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,13607,megawatthours,2023-02-26
1384,2023-02-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20326,megawatthours,2023-02-25
1385,2023-02-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,495,megawatthours,2023-02-25
1386,2023-02-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14979,megawatthours,2023-02-25
1387,2023-02-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,312,megawatthours,2023-02-25
1388,2023-02-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25267,megawatthours,2023-02-24
1389,2023-02-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,15898,megawatthours,2023-02-24
1390,2023-02-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,326,megawatthours,2023-02-24
1391,2023-02-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,307,megawatthours,2023-02-24
1392,2023-02-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,308,megawatthours,2023-02-23
1393,2023-02-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25525,megawatthours,2023-02-23
1394,2023-02-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,905,megawatthours,2023-02-23
1395,2023-02-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14504,megawatthours,2023-02-23
1396,2023-02-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1578,megawatthours,2023-02-22
1397,2023-02-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,302,megawatthours,2023-02-22
1398,2023-02-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14879,megawatthours,2023-02-22
1399,2023-02-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18470,megawatthours,2023-02-22
1400,2023-02-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1231,megawatthours,2023-02-21
1401,2023-02-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12935,megawatthours,2023-02-21
1402,2023-02-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13356,megawatthours,2023-02-21
1403,2023-02-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,305,megawatthours,2023-02-21
1404,2023-02-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,301,megawatthours,2023-02-20
1405,2023-02-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,14024,megawatthours,2023-02-20
1406,2023-02-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1571,megawatthours,2023-02-20
1407,2023-02-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,15120,megawatthours,2023-02-20
1408,2023-02-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1617,megawatthours,2023-02-19
1409,2023-02-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,300,megawatthours,2023-02-19
1410,2023-02-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13009,megawatthours,2023-02-19
1411,2023-02-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12381,megawatthours,2023-02-19
1412,2023-02-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1419,megawatthours,2023-02-18
1413,2023-02-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,297,megawatthours,2023-02-18
1414,2023-02-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14114,megawatthours,2023-02-18
1415,2023-02-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12865,megawatthours,2023-02-18
1416,2023-02-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1670,megawatthours,2023-02-17
1417,2023-02-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18867,megawatthours,2023-02-17
1418,2023-02-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11028,megawatthours,2023-02-17
1419,2023-02-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,301,megawatthours,2023-02-17
1420,2023-02-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21500,megawatthours,2023-02-16
1421,2023-02-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1212,megawatthours,2023-02-16
1422,2023-02-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,300,megawatthours,2023-02-16
1423,2023-02-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11323,megawatthours,2023-02-16
1424,2023-02-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,299,megawatthours,2023-02-15
1425,2023-02-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10858,megawatthours,2023-02-15
1426,2023-02-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1713,megawatthours,2023-02-15
1427,2023-02-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18778,megawatthours,2023-02-15
1428,2023-02-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12151,megawatthours,2023-02-14
1429,2023-02-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1465,megawatthours,2023-02-14
1430,2023-02-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19515,megawatthours,2023-02-14
1431,2023-02-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,303,megawatthours,2023-02-14
1432,2023-02-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,15742,megawatthours,2023-02-13
1433,2023-02-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,332,megawatthours,2023-02-13
1434,2023-02-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11425,megawatthours,2023-02-13
1435,2023-02-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1585,megawatthours,2023-02-13
